1.82	-0.500096	0.000577825	11.3084	0.0592094	82.4143	0.642348
1.83	-0.497878	0.000532055	11.2388	0.0531041	80.6227	0.648219
1.84	-0.496046	0.000537347	11.1418	0.0517102	80.6601	0.664385
1.85	-0.493922	0.000522217	11.0235	0.0512332	80.2224	0.629274
1.86	-0.491497	0.000527684	10.9887	0.0538473	79.0952	0.581423
1.87	-0.489189	0.000559632	10.9318	0.0580372	78.9564	0.578354
1.88	-0.487122	0.000584091	10.8331	0.0558284	77.3115	0.652019
1.89	-0.484883	0.00051539	10.7281	0.0549861	76.7245	0.570317
1.9	-0.482806	0.000547251	10.6429	0.0562109	75.4023	0.606587
1.91	-0.480724	0.000582229	10.6209	0.0579508	74.8592	0.575898
1.92	-0.478343	0.000572586	10.4887	0.0522961	74.0542	0.47727
1.93	-0.476629	0.000545122	10.3928	0.0535293	74.445	0.54516
1.94	-0.474415	0.000569518	10.3373	0.0540857	72.7931	0.512574
1.95	-0.472469	0.000571499	10.2626	0.0538977	71.7771	0.486771
1.96	-0.47037	0.000603648	10.2174	0.054733	71.4893	0.551786
1.97	-0.468137	0.000602676	10.1435	0.0540694	70.2717	0.522821
1.98	-0.46628	0.000596072	10.0597	0.04996	69.3931	0.480378
1.99	-0.463902	0.000606256	9.9879	0.0517084	68.5229	0.471352
2.0	-0.461912	0.000574659	9.90688	0.0518009	67.7912	0.498072
