#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
         606   0.0626806   0.0489002 0.000326425
         607   0.0460072   0.0488954 0.000325922
         608   0.0531046   0.0489023 0.000325459
         609   0.0462916    0.048898 0.000324953
         610   0.0509311   0.0489014 0.000324438
         611   0.0496321   0.0489026 0.000323909
         612   0.0516429    0.048907 0.000323411
         613   0.0505317   0.0489097 0.000322894
         614   0.0607006   0.0489289 0.000322938
         615   0.0517598   0.0489335 0.000322446
         616   0.0499019   0.0489351 0.000321927
         617   0.0507957   0.0489381 0.000321419
         618   0.0426049   0.0489278 0.000321062
         619   0.0509325   0.0489311  0.00032056
         620   0.0408741   0.0489181 0.000320306
         621   0.0427403   0.0489081 0.000319945
         622   0.0600559   0.0489261 0.000319932
         623   0.0458905   0.0489212 0.000319455
         624   0.0491311   0.0489215 0.000318944
         625   0.0484203   0.0489207 0.000318434
         626    0.046042   0.0489161 0.000317959
         627   0.0515551   0.0489203  0.00031748
         628   0.0784126   0.0489673 0.000320429
         629   0.0582433    0.048982 0.000320258
         630   0.0569363   0.0489947 0.000319999
         631   0.0375155   0.0489765 0.000320008
         632   0.0519703   0.0489812 0.000319537
         633   0.0441286   0.0489735 0.000319124
         634   0.0581231    0.048988 0.000318947
         635   0.0567283   0.0490002 0.000318678
         636   0.0447874   0.0489935 0.000318245
         637   0.0396785   0.0489789 0.000318082
         638   0.0474744   0.0489766 0.000317592
         639   0.0443596   0.0489693 0.000317177
         640   0.0476811   0.0489673 0.000316688
         641   0.0526236    0.048973 0.000316245
         642   0.0507148   0.0489757 0.000315764
         643   0.0577584   0.0489894 0.000315568
         644   0.0461945   0.0489851 0.000315108
         645   0.0431062   0.0489759 0.000314751
         646   0.0585182   0.0489907 0.000314611
         647    0.051737    0.048995 0.000314153
         648   0.0529258    0.049001 0.000313727
         649      0.0412    0.048989 0.000313473
         650   0.0490045    0.048989 0.000312991
         651   0.0438281   0.0489811 0.000312611
         652   0.0521809    0.048986  0.00031217
         653    0.044888   0.0489797 0.000311755
         654   0.0428918   0.0489704 0.000311417
         655   0.0458754   0.0489657 0.000310978
         656   0.0527533   0.0489715 0.000310557
         657   0.0608001   0.0489895 0.000310606
         658   0.0807793   0.0490378 0.000313869
         659   0.0459716   0.0490331 0.000313427
         660   0.0444832   0.0490262 0.000313028
         661    0.051183   0.0490295 0.000312571
         662   0.0369098   0.0490112 0.000312635
         663   0.0431109   0.0490023  0.00031229
         664   0.0575354   0.0490151 0.000312084
         665   0.0654458   0.0490399 0.000312591
