#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
         421   -0.409402    -0.40914  0.00239085
         422   -0.491894   -0.409336  0.00239321
         423   -0.492619   -0.409533  0.00239564
         424   -0.509562   -0.409769  0.00240158
         425   -0.420534   -0.409794  0.00239606
         426    -0.45724   -0.409906  0.00239302
         427   -0.490184   -0.410094  0.00239479
         428   -0.515348   -0.410339  0.00240179
         429   -0.439474   -0.410407  0.00239715
         430   -0.444095   -0.410486  0.00239286
         431   -0.405003   -0.410473  0.00238734
         432   -0.396328    -0.41044  0.00238204
         433   -0.386332   -0.410385  0.00237719
         434    -0.38135   -0.410318  0.00237265
         435   -0.393778    -0.41028   0.0023675
         436   -0.436016   -0.410339  0.00236281
         437   -0.388532   -0.410289  0.00235793
         438   -0.435153   -0.410346  0.00235323
         439   -0.387108   -0.410293  0.00234846
         440   -0.455136   -0.410395  0.00234533
         441    -0.42713   -0.410433  0.00234032
         442   -0.445565   -0.410512  0.00233638
         443   -0.452003   -0.410606  0.00233298
         444   -0.434602    -0.41066  0.00232835
         445   -0.452652   -0.410754  0.00232503
         446   -0.456432   -0.410856  0.00232207
         447   -0.433782   -0.410908  0.00231744
         448   -0.483167   -0.411069  0.00231788
         449   -0.432024   -0.411116  0.00231318
         450   -0.383439   -0.411054  0.00230886
         451   -0.442211   -0.411123  0.00230477
         452   -0.415616   -0.411133   0.0022997
         453   -0.416483   -0.411145  0.00229465
         454   -0.373557   -0.411062  0.00229109
         455    -0.40424   -0.411047   0.0022861
         456    -0.47219   -0.411181  0.00228502
         457   -0.398705   -0.411154  0.00228018
         458   -0.431001   -0.411197  0.00227562
         459   -0.440687   -0.411262  0.00227156
         460   -0.357262   -0.411144  0.00226966
         461    -0.40965   -0.411141  0.00226474
         462   -0.380474   -0.411075  0.00226081
         463   -0.386986   -0.411023  0.00225652
         464   -0.379548   -0.410955  0.00225268
         465   -0.397542   -0.410926  0.00224802
         466   -0.416696   -0.410938  0.00224323
         467   -0.454859   -0.411032   0.0022404
         468   -0.490603   -0.411202  0.00224205
         469   -0.482347   -0.411354   0.0022424
         470   -0.402053   -0.411334  0.00223771
         471   -0.390777   -0.411291  0.00223339
         472   -0.328257   -0.411115  0.00223557
         473   -0.360637   -0.411008  0.00223339
         474    -0.33283   -0.410843  0.00223476
         475   -0.392569   -0.410805  0.00223039
         476   -0.421538   -0.410827  0.00222582
         477   -0.461188   -0.410933  0.00222365
         478   -0.409959   -0.410931    0.002219
         479   -0.420581   -0.410951  0.00221446
         480   -0.373353   -0.410873  0.00221123
         481    -0.39307   -0.410836  0.00220695
         482   -0.444369   -0.410905  0.00220346
         483   -0.441068   -0.410968  0.00219979
         484   -0.443029   -0.411034  0.00219624
         485   -0.502823   -0.411223  0.00219985
         486   -0.463688   -0.411331  0.00219797
         487   -0.437177   -0.411384   0.0021941
         488   -0.444664   -0.411452  0.00219066
         489   -0.401617   -0.411432  0.00218627
         490   -0.436727   -0.411484  0.00218242
         491   -0.425815   -0.411513  0.00217817
         492   -0.392977   -0.411475  0.00217407
         493    -0.38238   -0.411416  0.00217046
         494   -0.398614    -0.41139  0.00216622
         495   -0.391543    -0.41135  0.00216222
         496   -0.346788    -0.41122  0.00216177
         497   -0.380585   -0.411158   0.0021583
         498    -0.35469   -0.411045  0.00215694
         499   -0.440156   -0.411103  0.00215341
         500   -0.419009   -0.411119  0.00214916
         501   -0.407272   -0.411112  0.00214488
         502   -0.404645   -0.411099  0.00214065
         503   -0.346247    -0.41097  0.00214027
         504   -0.392802   -0.410934  0.00213633
         505   -0.399988   -0.410912  0.00213221
         506   -0.392227   -0.410875  0.00212832
         507    -0.37337   -0.410801   0.0021254
         508   -0.442481   -0.410863  0.00212213
         509   -0.463463   -0.410967  0.00212048
         510    -0.39073   -0.410927  0.00211669
         511   -0.453136    -0.41101  0.00211416
         512   -0.418471   -0.411024  0.00211008
         513   -0.458438   -0.411117  0.00210799
         514   -0.436745   -0.411167  0.00210448
         515   -0.436624   -0.411216  0.00210098
         516   -0.437706   -0.411267  0.00209753
         517   -0.418225   -0.411281  0.00209352
         518   -0.491168   -0.411435  0.00209515
         519   -0.432656   -0.411476  0.00209151
         520   -0.505739   -0.411657  0.00209533
         521   -0.527034   -0.411879  0.00210298
         522   -0.476026   -0.412002  0.00210254
         523   -0.377334   -0.411935  0.00209956
         524   -0.400107   -0.411913  0.00209567
         525   -0.368172   -0.411829  0.00209334
         526   -0.404331   -0.411815  0.00208941
         527   -0.413979   -0.411819  0.00208545
         528   -0.361704   -0.411724  0.00208366
         529   -0.390056   -0.411683  0.00208012
         530   -0.458478   -0.411772  0.00207807
         531   -0.429044   -0.411804  0.00207441
         532   -0.462172   -0.411899  0.00207267
         533   -0.347504   -0.411778   0.0020723
         534   -0.383526   -0.411725  0.00206909
         535   -0.437639   -0.411774  0.00206579
         536   -0.395276   -0.411743  0.00206217
         537   -0.470375   -0.411852  0.00206122
         538   -0.488463   -0.411994   0.0020623
         539   -0.423088   -0.412015  0.00205857
         540   -0.449255   -0.412084  0.00205592
         541   -0.427791   -0.412113  0.00205232
         542   -0.519524   -0.412311  0.00205808
         543   -0.443663   -0.412369   0.0020551
         544   -0.433314   -0.412407  0.00205168
         545   -0.433951   -0.412447   0.0020483
         546   -0.374571   -0.412377  0.00204572
         547   -0.409382   -0.412372  0.00204199
         548   -0.405878    -0.41236   0.0020383
         549   -0.415847   -0.412367   0.0020346
         550   -0.411831   -0.412366   0.0020309
         551   -0.391381   -0.412327  0.00202757
         552   -0.436164   -0.412371  0.00202435
         553   -0.436961   -0.412415  0.00202118
         554   -0.496703   -0.412567  0.00202325
         555   -0.427297   -0.412594  0.00201978
         556   -0.447184   -0.412656  0.00201711
         557   -0.475196   -0.412768  0.00201661
         558   -0.396796    -0.41274   0.0020132
         559   -0.353456   -0.412634  0.00201239
         560   -0.363017   -0.412545  0.00201074
         561   -0.353062   -0.412439  0.00200995
         562   -0.422056   -0.412456  0.00200645
         563   -0.432349   -0.412491  0.00200319
         564   -0.449866   -0.412558  0.00200074
         565   -0.395871   -0.412528  0.00199742
         566   -0.369691   -0.412452  0.00199532
         567   -0.386102   -0.412406  0.00199234
         568   -0.400792   -0.412386  0.00198894
         569   -0.430268   -0.412417  0.00198569
         570   -0.422242   -0.412434  0.00198228
         571   -0.483669   -0.412559  0.00198273
         572   -0.475562   -0.412669  0.00198232
         573    -0.44715   -0.412729  0.00197978
         574   -0.390898   -0.412691  0.00197669
         575   -0.380295   -0.412635  0.00197406
         576   -0.423418   -0.412654  0.00197072
         577   -0.429998   -0.412684  0.00196753
         578   -0.424302   -0.412704  0.00196423
         579   -0.387822   -0.412661  0.00196131
         580   -0.345591   -0.412545  0.00196134
         581   -0.411797   -0.412544  0.00195796
         582   -0.396877   -0.412517  0.00195478
         583   -0.378767   -0.412459  0.00195228
