#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
         541     9.89681     9.47329   0.0286424
         542     9.52886     9.47339   0.0285898
         543     9.50853     9.47346   0.0285372
         544     9.52651     9.47356   0.0284849
         545     9.46059     9.47353   0.0284327
         546     9.33856     9.47329   0.0283817
         547     9.14754     9.47269    0.028336
         548     9.08117     9.47198   0.0282933
         549     9.34272     9.47174   0.0282428
         550     9.25841     9.47135   0.0281941
         551     9.15774     9.47078   0.0281486
         552     8.99007     9.46991   0.0281111
         553     8.84214     9.46878   0.0280832
         554     8.58511     9.46718   0.0280778
         555     9.28358     9.46685   0.0280291
         556     9.54389     9.46699   0.0279791
         557     9.33498     9.46675   0.0279298
         558     9.13612     9.46616   0.0278861
         559     9.05108     9.46542   0.0278461
         560     8.90348     9.46441   0.0278144
         561     9.02824     9.46364   0.0277757
         562     8.78833     9.46244   0.0277523
         563     8.95758     9.46154   0.0277174
         564     8.87674      9.4605   0.0276877
         565     8.97334     9.45964   0.0276521
         566     8.59263     9.45811   0.0276456
         567     8.97799     9.45726   0.0276098
         568     8.73197     9.45598   0.0275908
         569     8.80465     9.45484    0.027566
         570      8.6442     9.45342   0.0275543
         571     8.91321     9.45247   0.0275223
         572     9.03842     9.45175   0.0274837
         573     9.32657     9.45153   0.0274366
         574     9.38908     9.45142    0.027389
         575     9.34289     9.45123    0.027342
         576     9.59716     9.45148   0.0272957
         577     9.54236     9.45164   0.0272489
         578     9.25805     9.45131   0.0272038
         579     9.19203     9.45086   0.0271605
         580      9.3435     9.45067   0.0271143
         581     9.28843      9.4504   0.0270691
         582     9.30727     9.45015   0.0270237
         583     8.88153     9.44917   0.0269949
         584     9.15015     9.44866   0.0269535
         585     9.02327     9.44793   0.0269173
         586     9.21418     9.44754   0.0268743
         587     9.41691     9.44748   0.0268286
         588     9.65298     9.44783   0.0267852
         589     9.14697     9.44732   0.0267446
         590     9.08243      9.4467   0.0267064
         591     9.41835     9.44666   0.0266613
         592     9.84409     9.44733   0.0266247
         593     9.74043     9.44782   0.0265844
         594     9.20104     9.44741   0.0265429
         595      9.5942     9.44765   0.0264994
         596     9.75833     9.44817   0.0264601
         597      9.7474     9.44868   0.0264205
         598     9.70251      9.4491   0.0263797
         599     9.62367     9.44939   0.0263373
         600     9.69002     9.44979   0.0262965
         601      9.5081     9.44989   0.0262529
         602     9.29237     9.44963   0.0262106
         603     9.33604     9.44944   0.0261678
         604     9.38154     9.44933   0.0261247
         605     9.30656     9.44909   0.0260826
         606     9.33541      9.4489   0.0260402
         607     9.26526      9.4486   0.0259991
         608     9.37673     9.44848   0.0259566
         609     9.61982     9.44876   0.0259155
         610        8.94     9.44793   0.0258864
         611     9.37383     9.44781   0.0258443
         612     9.41612     9.44776   0.0258022
         613     9.49114     9.44783   0.0257602
         614      9.6881     9.44822   0.0257212
         615     9.39237     9.44813   0.0256795
         616     9.84471     9.44877   0.0256459
         617     9.81046     9.44936    0.025611
         618     9.61826     9.44963   0.0255711
         619     9.65555     9.44996   0.0255319
         620      8.9737      9.4492   0.0255023
         621     8.91259     9.44833   0.0254759
         622     8.72216     9.44716   0.0254616
         623     8.99479     9.44644   0.0254311
         624     8.77186     9.44536   0.0254133
         625     8.62967     9.44405   0.0254062
         626     8.71006     9.44288   0.0253926
         627     8.93213     9.44206   0.0253652
         628     8.99204     9.44135   0.0253349
         629     9.26921     9.44107   0.0252961
         630     9.31308     9.44087   0.0252568
         631     9.13682     9.44039   0.0252213
         632     9.14055     9.43992   0.0251859
         633     9.03545     9.43928   0.0251542
         634     9.25632     9.43899   0.0251162
         635     9.18914     9.43859   0.0250797
         636     9.18809      9.4382   0.0250434
         637      9.4018     9.43814   0.0250041
         638     8.85998     9.43724   0.0249813
         639     9.02113     9.43659   0.0249507
         640     9.01098     9.43592   0.0249206
         641     8.74856     9.43485   0.0249048
         642     8.50483      9.4334   0.0249081
         643     8.88297     9.43254   0.0248841
         644     8.78952     9.43155   0.0248655
         645     9.22216     9.43122    0.024829
         646      9.7155     9.43166   0.0247945
         647     9.82301     9.43227   0.0247635
         648     9.78335     9.43281   0.0247313
         649     9.58175     9.43304   0.0246942
         650     9.36183     9.43293   0.0246565
         651     9.63016     9.43323   0.0246204
         652     9.46812     9.43328   0.0245827
         653     9.37371     9.43319   0.0245453
         654     9.15724     9.43277   0.0245114
         655     9.27443     9.43253   0.0244751
         656      9.3461      9.4324   0.0244382
         657     9.10113     9.43189   0.0244062
         658     9.40697     9.43185   0.0243691
         659     9.22567     9.43154   0.0243342
         660     9.19004     9.43118      0.0243
         661     9.07843     9.43064   0.0242691
         662     9.25364     9.43038   0.0242339
         663      9.3178     9.43021    0.024198
         664     9.33258     9.43006    0.024162
         665     9.52881     9.43021   0.0241261
         666     8.98582     9.42954   0.0240991
         667     8.95745     9.42883   0.0240734
         668     9.22409     9.42853   0.0240393
         669     9.00883      9.4279   0.0240115
         670     8.96706     9.42721   0.0239855
         671     9.20116     9.42687   0.0239522
         672     9.12076     9.42642   0.0239209
         673     9.06477     9.42588   0.0238913
         674     9.69361     9.42628   0.0238592
         675     9.62813     9.42658   0.0238257
         676     9.86145     9.42722   0.0237992
         677     10.3701     9.42861   0.0238047
         678     10.0892     9.42959   0.0237896
         679     9.92796     9.43032   0.0237658
         680     9.70606     9.43073   0.0237343
         681     9.99586     9.43156    0.023714
         682     9.63333     9.43185   0.0236811
         683     9.76175     9.43234   0.0236513
         684     9.77711     9.43284   0.0236221
         685     9.70651     9.43324    0.023591
         686      9.4829     9.43331   0.0235567
         687      9.3899     9.43325   0.0235225
         688     8.82407     9.43236    0.023505
         689     8.56718     9.43111   0.0235044
         690     8.87057     9.43029   0.0234844
         691     9.03206     9.42972   0.0234575
         692     8.83158     9.42885   0.0234395
         693     9.04742      9.4283   0.0234121
         694     8.80817     9.42741   0.0233954
         695       8.775     9.42647   0.0233806
         696     8.81137     9.42559   0.0233637
         697      8.6179     9.42443   0.0233589
         698     8.48807     9.42309   0.0233639
         699     8.78401     9.42217   0.0233484
         700     8.69324     9.42113   0.0233382
         701     8.88537     9.42037   0.0233174
         702     9.34766     9.42026   0.0232845
         703     9.71347     9.42068   0.0232551
         704     9.70381     9.42108   0.0232255
         705     9.63005     9.42138   0.0231945
         706     9.64587      9.4217   0.0231638
         707      10.411      9.4231   0.0231733
         708     10.2215     9.42422   0.0231679
         709     9.49406     9.42432   0.0231355
         710     9.83989     9.42491   0.0231103
         711     9.58182     9.42513   0.0230788
         712     9.15243     9.42475   0.0230496
         713      8.8862     9.42399   0.0230297
         714     9.07561      9.4235   0.0230026
         715     9.02056     9.42294   0.0229773
         716     9.20598     9.42264   0.0229472
         717      8.8462     9.42183   0.0229293
         718     8.67881      9.4208   0.0229207
         719      8.2066     9.41911   0.0229509
         720     8.57985     9.41794   0.0229486
         721       8.691     9.41693   0.0229389
         722     9.06709     9.41645   0.0229123
         723     9.08882       9.416   0.0228851
         724     8.57432     9.41483    0.022883
         725     8.85762     9.41407   0.0228643
         726     9.10511     9.41364   0.0228368
         727      9.2016     9.41335   0.0228072
         728     9.76204     9.41383   0.0227809
         729     9.86224     9.41444    0.022758
         730     9.72966     9.41487   0.0227309
         731     9.68448     9.41524   0.0227028
         732     9.94479     9.41597   0.0226833
         733     9.89426     9.41662   0.0226618
         734     10.4828     9.41807   0.0226774
         735     9.88467     9.41871   0.0226554
         736     9.62744     9.41899   0.0226264
         737     9.95183     9.41971   0.0226073
